z,exact_sigmoid,poly_sigmoid
[ 1.07235069  1.10074709 -1.334015  ],[0.7450437  0.75040006 0.20849601],[0.75083863 0.75701211 0.13980231]
[-1.65878108 -0.83320915  1.03538956],[0.15992569 0.30296694 0.73795944],[0.04403141 0.28128415 0.74276692]
[-0.49269628  0.89433737  0.02305685],[0.3792586  0.70978444 0.50576396],[0.37318469 0.71158675 0.50575624]
[ 0.65710957  0.81712451 -1.0843208 ],[0.6586108  0.69362561 0.25268922],[0.6578005  0.69426574 0.21128353]
[-1.39593785  0.07356287  0.65152625],[0.19846151 0.51838243 0.65735432],[0.1217859  0.51830954 0.65651427]
[-1.35698842 -0.40548253  0.52735764],[0.2047302  0.39999582 0.62886661],[0.13313163 0.39616313 0.62766782]
[ 0.10324631  0.40479786 -0.5288844 ],[0.52578867 0.59983985 0.37077712],[0.52565168 0.59874155 0.36358312]
[-0.2528213  -0.18672877 -0.44922117],[0.4371292  0.45345298 0.38954596],[0.4358359  0.45279479 0.38466771]
[-0.91405707 -0.27734814  0.50242685],[0.28617035 0.43110403 0.62302948],[0.25895323 0.42950913 0.62182022]
[ 3.08118315 -0.40849922 -3.06428851],[0.95610986 0.39927203 0.04460459],[ 1.12789044  0.39537212 -0.40692009]
[-0.70864515 -0.48765998 -0.08458139],[0.32989828 0.38044497 0.47886725],[0.31530604 0.37451782 0.47874734]
[ 1.10493089  1.15375775 -1.70643655],[0.75118287 0.76019662 0.15362648],[0.75791964 0.76847208 0.02971198]
[ 2.015831    1.90065821 -2.13447183],[0.88244924 0.869966   0.10579121],[ 0.94300413  0.92097703 -0.10195751]
[-0.30636486  0.7546019   0.84367284],[0.42400228 0.6801806  0.69923819],[0.42200089 0.68010911 0.70024145]
[ 3.3600876   1.62283878 -2.05738491],[0.96643362 0.83518626 0.1133083 ],[ 1.17066907  0.86620561 -0.07783872]
[-1.19537597 -0.81426916  0.40423505],[0.23229883 0.30698151 0.59970475],[0.17972215 0.2864872  0.59860767]
[ 0.8192833  -0.01662935 -1.55797965],[0.69408418 0.49584276 0.17393674],[0.69475245 0.49583851 0.07409558]
[-0.87860594 -0.19802876  0.24270139],[0.29346675 0.45065396 0.56037926],[0.26876929 0.44990458 0.55979179]
[ 0.25505279  1.69243499 -0.52894657],[0.56341977 0.84454412 0.37076262],[0.56278742 0.8801437  0.36356659]
[-0.26978675 -0.01697225 -0.29534861],[0.43295945 0.49575704 0.42669495],[0.43146154 0.49575262 0.42485439]
[-0.71968354 -0.33108374  0.59731633],[0.32746267 0.41797696 0.64504209],[0.31230995 0.41558482 0.64397728]
[-1.32096918 -0.59909629  0.66941268],[0.21065709 0.35455047 0.66137164],[0.14358331 0.34484218 0.66063147]
[ 1.76444153  1.93555855 -1.78697224],[0.85376506 0.87386339 0.14344434],[0.89441157 0.92769383 0.00535789]
[-1.34498904 -0.43339144  0.65874332],[0.20669081 0.39331678 0.65897804],[0.13661781 0.38883472 0.65817669]
[-1.26028814 -0.5710768   0.36475214],[0.2209243 0.3609884 0.5901903],[0.16110307 0.35233887 0.58919237]
[-1.47641551 -0.60606188  0.96726499],[0.18596945 0.35295806 0.72457402],[0.09819908 0.34297487 0.72778222]
[-0.3038035   0.97812161 -0.5673641 ],[0.42462795 0.72673534 0.36184527],[0.42266468 0.73017958 0.35333045]
[ 0.70736427  0.85736428 -1.17729424],[0.6698185  0.70210968 0.23553905],[0.66933561 0.70331497 0.18488612]
[-0.91749163 -0.56091817  0.38267248],[0.28546927 0.36333504 0.59451751],[0.25800023 0.35505102 0.59347155]
[ 0.57428367  1.20268378 -0.95545002],[0.63975102 0.76900187 0.2777901 ],[0.63862389 0.77897422 0.24744422]
[-1.56775468 -0.78777759  0.80716514],[0.17253672 0.31264606 0.69150508],[0.07119351 0.2937467  0.69201855]
[ 2.50955375  0.93216953 -2.9678858 ],[0.92480887 0.71751523 0.04889795],[ 1.03292054  0.72000828 -0.37409664]
[-0.57993533 -0.58702851 -0.16221418],[0.35894747 0.35731694 0.45953515],[0.34997129 0.34807384 0.45905175]
[ 1.03858201  1.37388009 -1.12489025],[0.73857631 0.79800632 0.24510532],[0.74346571 0.81515682 0.19979677]
[-0.8618541   0.18294835  1.27912399],[0.29695212 0.54560994 0.78230062],[0.27339459 0.54523504 0.79523863]
[-1.75705217 -1.23183143  0.96189815],[0.14715992 0.22586104 0.72350169],[0.01442847 0.16928101 0.72659582]
[ 0.03965856  1.08287075 -0.23585127],[0.50991334 0.74703686 0.44130899],[0.50989105 0.75312855 0.44020279]
[-1.15815976 -0.23512855  0.52991262],[0.23900183 0.44148719 0.62946273],[0.19034005 0.44038858 0.62826604]
[ 0.25147745 -0.68235458 -0.5169645 ],[0.56254012 0.33573599 0.37356231],[0.56192075 0.32242724 0.36675009]
[ 1.98541261  0.87015075 -2.23770314],[0.87925697 0.70477706 0.09641546],[ 0.9372252   0.70618025 -0.13453551]
[ 2.04367947  1.65876626 -2.39992953],[0.88530741 0.84007232 0.08317807],[ 0.94827048  0.87341898 -0.18637731]
[ 2.90403068  0.56655853 -2.09543554],[0.94804533 0.6379687  0.10954126],[ 1.09950676  0.63682481 -0.08972164]
[-0.14894713  0.44672778 -0.16015081],[0.46283191 0.60986095 0.46004765],[0.46243044 0.60868846 0.45957757]
[ 0.24660616  1.20721166 -0.29596557],[0.56134099 0.76980521 0.42654403],[0.56073932 0.77994252 0.42469467]
[-0.56807133  0.33390312  0.37963047],[0.36168198 0.58270876 0.59378397],[0.35314159 0.58180341 0.59274583]
[ 1.30045704  0.11032543 -1.4713579 ],[0.78591189 0.52755342 0.18673631],[0.79974643 0.52739878 0.09968712]
[ 1.93223239  1.23900466 -2.05028089],[0.87349631 0.77539071 0.114024  ],[ 0.92705527  0.78672418 -0.075625  ]
[ 0.56577693 -0.10800624 -0.91324139],[0.63778815 0.47302466 0.28633701],[0.63664268 0.47282346 0.2591795 ]
[-0.75543638  0.3259454   0.10699089],[0.3196379  0.5807725  0.52672224],[0.30258064 0.57989274 0.52657602]
[-1.39698145 -0.29200444  0.53192873],[0.19829555 0.42751322 0.62993285],[0.12148128 0.42571989 0.62873796]
[ 0.25505808  1.19640888 -0.61802366],[0.56342107 0.76788533 0.35023107],[0.5627887  0.77763131 0.33976479]
[ 0.43600009  0.85088938 -0.79566116],[0.60730552 0.70075368 0.3109544 ],[0.60614858 0.70186215 0.29158856]
[-1.46752806 -0.38779008  0.75341329],[0.18731863 0.40424941 0.67992198],[0.10081341 0.40079676 0.67983885]
[ 2.14249577  1.03228521 -1.89285878],[0.89496545 0.73735869 0.13091886],[ 0.96676962  0.74208711 -0.02695841]
[-0.42806019  0.90207939 -0.05241771],[0.39458963 0.71137663 0.48689857],[0.39023642 0.71331364 0.48685436]
[-1.14909862 -0.67891468  0.5181454 ],[0.24065376 0.33650358 0.626714  ],[0.19291893 0.32335745 0.62550923]
[-1.4665461  -0.89574773  0.84896918],[0.18746816 0.28992512 0.70035086],[0.10110211 0.26402761 0.70143107]
[ 0.14547778  0.73158479 -0.60314881],[0.53630544 0.67515295 0.35362363],[0.53605199 0.67486795 0.34375597]
[ 0.44019259  0.2966384  -0.64324365],[0.60830492 0.57362054 0.34451368],[0.60714161 0.57283969 0.33298265]
[-0.86812459  0.11737826  0.46302279],[0.29564469 0.52931092 0.61373102],[0.27166425 0.5291379  0.61253985]
[-1.8323765  -0.63248911  0.8848222 ],[0.13795541 0.34694635 0.7078205 ],[-0.00845818  0.33587708  0.70946189]
[ 0.11012518  0.40096599 -0.71465496],[0.52750351 0.59891973 0.32857108],[0.52734938 0.59782989 0.31367528]
[-0.99719383 -0.24107787  0.41556283],[0.26949351 0.44002074 0.60242099],[0.23578561 0.43885875 0.60130032]
[ 1.14448614  0.09922512 -1.66203031],[0.75850235 0.52478595 0.15948964],[0.76647381 0.5246586  0.04305725]
[-1.66209242 -1.05841047  0.85323512],[0.15948131 0.25761333 0.70124534],[0.04303863 0.21859389 0.70238863]
[-0.74550113 -0.51619773  0.37001975],[0.32180237 0.37374176 0.59146375],[0.30528814 0.36695367 0.59045122]
[-0.66177472  0.08130625  0.20931934],[0.34034106 0.52031537 0.5521396 ],[0.32798713 0.5202274  0.55167262]
[-2.33044645 -1.04589269 -0.22299122],[0.08863259 0.2600146  0.44448206],[-0.16407632  0.22211846  0.44350632]
[-0.60747284 -0.24707773  0.36403742],[0.35263589 0.4385429  0.59001743],[0.34259644 0.43731486 0.58902151]
[-0.13099763 -0.01681988 -0.51520011],[0.46729735 0.49579513 0.37397529],[0.46699319 0.49579079 0.36721851]
[-0.66149014 -0.46074168  1.04592922],[0.34040495 0.38680989 0.73999243],[0.32806393 0.38163034 0.74507279]
[-0.5264874   0.58611034  0.2054908 ],[0.37133652 0.64247218 0.55119269],[0.36422031 0.6413747  0.5507393 ]
[ 0.46909315  0.55188547 -0.42839855],[0.61516909 0.63457292 0.39450881],[0.61397256 0.6334027  0.39014748]
[ 1.69348663  0.95412412 -1.76209966],[0.84468214 0.72194382 0.14652757],[0.8803532  0.72487574 0.01290016]
[ 0.62254773  0.61253946 -0.63482821],[0.65079777 0.64851987 0.34641656],[0.64982345 0.6475068  0.33524785]
[ 1.64634273  0.90577455 -2.21832136],[0.83839615 0.71213473 0.09811725],[ 0.87092902  0.71413722 -0.12839458]
[-0.73687435  0.9141334  -0.04022813],[0.32368801 0.71384524 0.48994432],[0.30763665 0.71599875 0.48991869]
[ 0.90610315  0.47538227 -0.87175048],[0.71220208 0.61665687 0.29489019],[0.71421044 0.61545574 0.27066315]
[-0.71460228 -0.56363958  0.08004654],[0.3285827  0.36270575 0.52000096],[0.31368958 0.35432476 0.51991552]
[ 0.72250826  0.39033151 -0.84218927],[0.67315911 0.5963625  0.3010739 ],[0.67279679 0.5952975  0.27881344]
[-0.69738981 -0.4448921   0.12137434],[0.3323912  0.3905759  0.53030639],[0.31835726 0.38580804 0.53012261]
[-1.2541273  -0.86300192  0.39182556],[0.2219865  0.29671254 0.59672209],[0.16287564 0.27307793 0.59565348]
[ 0.83951163  0.53774028 -1.07031196],[0.69836235 0.63128659 0.25534376],[0.69930621 0.6300976  0.21523849]
[-1.2822464  -0.10454751  0.07939797],[0.21716808 0.4738869  0.51983907],[0.15477606 0.47369917 0.51975493]
[-1.43945723 -0.47384185  0.73894227],[0.19162941 0.38370733 0.67676452],[0.10905514 0.37817165 0.67654503]
[ 1.52091712  0.33459723 -1.84257273],[0.82067349 0.58287753 0.1367473 ],[ 0.84553145  0.58196998 -0.0115693 ]
[-1.31792209 -0.35784988  0.6410877 ],[0.21116421 0.41148015 0.65499929],[0.1444657  0.40861668 0.65410702]
[ 0.63254795  0.09765052 -1.02930824],[0.65306698 0.52439325 0.26321824],[0.65213523 0.5242696  0.22678081]
[-1.25012571 -0.13743091  0.61272399],[0.22267838 0.46569625 0.64856193],[0.16402636 0.46535896 0.64754954]
[ 1.21328678  0.448446   -1.72912097],[0.77087999 0.61026969 0.15070005],[0.78124072 0.60909494 0.02287187]
[-1.09208325 -0.95624791  0.44226814],[0.25122619 0.27763006 0.60879935],[0.2090895  0.24722187 0.60763302]
[ 0.125882    0.68456449 -0.67409999],[0.53142901 0.66475668 0.33757939],[0.53123281 0.66411169 0.32465884]
[ 1.66558668 -0.38775213 -2.19868965],[0.84098652 0.40425855 0.09986822],[ 0.87478399  0.40080669 -0.12218596]
[-0.22134313  0.00835865 -0.24387601],[0.44488904 0.50208965 0.43933139],[0.44392933 0.50208861 0.43813886]
[ 0.86346107  0.74323924 -1.15336122],[0.70338326 0.67770378 0.23987568],[0.70468179 0.67752374 0.19170606]
[ 2.89379489  0.68897458 -3.02895579],[0.94753884 0.66573878 0.04613476],[ 1.09783799  0.66512336 -0.39485754]
[-0.94363917 -0.85514247  0.41442164],[0.28016583 0.29835522 0.60214763],[0.25073338 0.27524535 0.60102923]
[-1.67363614 -0.57896399  0.88006171],[0.15793999 0.35917101 0.70683501],[0.0395751  0.35023101 0.7083978 ]
[0.14228202 0.29564595 0.93561763],[0.53551062 0.57337779 0.71821359],[0.53526684 0.57260039 0.7207737 ]
[-0.77604351 -0.76408606 -0.05414695],[0.31517323 0.3177598  0.48646657],[0.29695547 0.30022107 0.48641928]
[-0.99569685 -0.97475337  0.38993904],[0.26978831 0.27393407 0.59626802],[0.2362046  0.2420595  0.59520397]
[-1.50915968 -0.68697959  0.73321347],[0.18106336 0.33470531 0.67551005],[0.08854664 0.32117599 0.67523934]
[-1.87189748 -0.340412    1.06265913],[0.13332232 0.4157094  0.74319838],[-0.02053437  0.4131588   0.74872612]
[ 0.57266449  1.39241746 -0.99314344],[0.63937776 0.8009779  0.27029164],[0.63824695 0.81902197 0.23691913]
[-1.45363199 -0.65602137  0.87833506],[0.18944323 0.34163392 0.70647708],[0.10489631 0.3295392  0.70801168]
[-0.85889163 -0.60051398  0.32602928],[0.29757097 0.35422611 0.58079293],[0.27421167 0.34446225 0.57991289]
[-1.55082191 -0.01424472  0.6337551 ],[0.17496759 0.49643888 0.65334043],[0.07621879 0.49643578 0.65241409]
[-0.9296845  -0.48976873  0.26884869],[0.28298873 0.37994805 0.56681024],[0.25461418 0.37395972 0.56612798]
[-1.24593501 -0.19847585  0.50199663],[0.2234046  0.45054328 0.62292843],[0.16523094 0.44979015 0.62171915]
[-0.64731115 -0.86351779  0.00787784],[0.34359572 0.2966049  0.50196945],[0.33188704 0.27293561 0.50196853]
[-0.43250604 -0.57047006 -0.15939022],[0.39352807 0.36112837 0.46023659],[0.38906757 0.35250094 0.45977137]
[ 1.03511453  0.71535574 -0.40215676],[0.73790625 0.6715835  0.40079427],[0.7427067  0.67116293 0.39703486]
[-2.04975245 -1.32390376 -0.79893064],[0.1140774  0.21016954 0.31025431],[-0.07546039  0.14273324  0.29069299]
[ 0.53902864  1.30520565 -0.9148933 ],[0.63158643 0.78670978 0.28599956],[0.63039888 0.80074799 0.25872123]
[-0.21906153  0.53354742 -0.35141102],[0.44545258 0.63031011 0.41304029],[0.4445148  0.62911676 0.4102949 ]
[ 2.2994709   0.51691531 -2.73087415],[0.90883321 0.62642618 0.06117594],[ 0.99555423  0.62522081 -0.29458364]
[-0.60484511  0.55549675  0.14019118],[0.35323599 0.63540994 0.53499051],[0.34330116 0.63424554 0.53475299]
[ 0.14379934 -0.21543148 -0.61308923],[0.53588801 0.44634947 0.35135482],[0.53563966 0.44544597 0.34108952]
[ 0.97774854  1.52296712 -0.8358802 ],[0.72666125 0.82097499 0.30240317],[0.73009725 0.84595035 0.28054952]
[-0.35878224 -0.47670258 -0.26589988],[0.41125438 0.38303106 0.43391394],[0.40837357 0.37741567 0.43246449]
[-0.53098585 -0.98129958 -0.28930386],[0.37028698 0.272634   0.4281743 ],[0.36302435 0.24023087 0.42641859]
[-0.92977747 -0.70854219  0.2758345 ],[0.28296986 0.32992104 0.5685247 ],[0.25458834 0.31533397 0.56781736]
[ 0.73666688  1.25762748 -0.85353854],[0.67626656 0.77861742 0.2986911 ],[0.67602655 0.79068247 0.27568744]
[-0.52445968 -0.08002068  0.27495357],[0.37181    0.4800055  0.56830859],[0.36475921 0.47989878 0.5676044 ]
[-0.67913853  0.06911021  0.28327736],[0.3364536  0.51727068 0.57034953],[0.32329693 0.51720591 0.56961565]
[-1.03469828 -0.17807668  0.44865691],[0.26217426 0.4555981  0.61031986],[0.22526642 0.45500516 0.60914483]
[ 0.79984845 -0.47709995 -1.15284634],[0.68994206 0.38293716 0.23996957],[0.69036575 0.37731065 0.1918526 ]
[-1.4757854  -0.44263224  0.72251809],[0.18606485 0.39111394 0.67316128],[0.09838451 0.38640309 0.67279904]
[-1.02494428 -0.93998586  0.24285301],[0.26406544 0.2809032  0.56041661],[0.22800627 0.25174993 0.55982859]
[-0.63421938  0.39730813  0.23188526],[0.34655442 0.59804074 0.55771294],[0.33541164 0.59695923 0.55716475]
[-0.23080398  1.04855216 -0.02912938],[0.4425538  0.74049678 0.49271817],[0.44149995 0.74564612 0.49270493]
[-0.50319425 -0.34296614 -0.11496273],[0.3767903  0.41508915 0.47129093],[0.37040337 0.41249408 0.47106107]
[-0.64307617  0.48146795  0.16882218],[0.3445515  0.61809445 0.54210559],[0.33302775 0.61688982 0.54177803]
[-0.64017465 -0.72687939  0.68438249],[0.34520706 0.3258799  0.66471612],[0.33380898 0.31035485 0.66406993]
[-1.56244314 -1.33282474  0.69883977],[0.17329635 0.2086925  0.66793048],[0.07277079 0.14014749 0.66738429]
[ 0.17874221  0.91914697 -0.45793359],[0.54456696 0.71486826 0.38747615],[0.54420632 0.71711427 0.38237106]
[-0.67943033  0.26504237  0.25698114],[0.33638846 0.56587541 0.56389404],[0.32321803 0.56520688 0.5632547 ]
[-1.76947793 -0.68456917  0.88390978],[0.14560727 0.33524228 0.70763177],[0.01066473 0.32182818 0.709258  ]
[-0.08952955  0.55242791 -0.36158111],[0.47763255 0.6346987  0.41057688],[0.47749738 0.63352933 0.40764361]
[ 2.19962045  1.3258784  -1.74884646],[0.90021542 0.79015806 0.14819275],[0.97733016 0.8051003  0.01691143]
[-0.42429458  0.25658868  0.03039548],[0.39548955 0.56379753 0.50759829],[0.39122597 0.5631596  0.50758501]
[ 2.02436822  1.01651354 -2.09607313],[0.88333194 0.73429292 0.10947908],[ 0.94462105  0.73862889 -0.08992112]
[-0.55809623  0.050079   -0.03064616],[0.36398807 0.51251713 0.49233906],[0.35580387 0.51248213 0.49232437]
[ 1.01716312  0.28697794 -1.3990321 ],[0.73441964 0.57125612 0.19796975],[0.73877147 0.57050914 0.12088261]
[-1.62291889 -0.84948058  0.72452624],[0.16480271 0.29954183 0.67360295],[0.05476229 0.2768056  0.67325749]
[ 0.75622306  0.93675208 -0.575158  ],[0.68053316 0.71844313 0.3600475 ],[0.68047767 0.72102545 0.3512484 ]
[-0.85236119 -0.11183504  0.39866704],[0.29893778 0.47207034 0.59836736],[0.27601191 0.47185363 0.59728273]
[-1.17080955  0.17128641  0.45802212],[0.23670868 0.54271721 0.61254486],[0.18673569 0.54238152 0.61135877]
[ 2.68840746  1.65393572 -2.53152952],[0.93633912 0.83942227 0.07367719],[ 1.06368884  0.87245138 -0.22901201]
[ 1.45002035  0.08769353 -1.69912059],[0.81000157 0.52190934 0.15458016],[0.8309667  0.52180803 0.03191469]
[ 1.56752924 -0.66065039 -1.71522864],[0.8274311  0.34059353 0.15248677],[0.85502509 0.32829052 0.0270627 ]
[-1.1235555  -0.63806923  0.1714615 ],[0.24535237 0.34568312 0.54276067],[0.20017547 0.33437571 0.54242439]
[-0.30302346  0.93452811 -0.21824227],[0.42481854 0.71799304 0.44565496],[0.42286679 0.72053189 0.44472499]
[ 1.43603548  0.75596114 -1.88407412],[0.80783997 0.68047621 0.13192161],[ 0.8280759   0.68041813 -0.02426456]
[-1.57601315 -0.35770456  0.70455108],[0.17136086 0.41151534 0.66919603],[0.06873945 0.40865457 0.66869189]
[ 0.42261334  1.09539693 -0.84879471],[0.60410843 0.74939664 0.29968576],[0.6029743  0.75585082 0.27699454]
[ 0.42033873  0.35319171 -1.13249181],[0.6035643  0.58739135 0.24370154],[0.60243441 0.58642676 0.19763898]
[1.72365929 2.79503083 0.88915592],[0.84859958 0.94240671 0.70871595],[0.8863498  1.08157475 0.71043001]
[-1.24763922 -0.42291632  0.58673916],[0.22310907 0.39581911 0.64261661],[0.16474114 0.39158805 0.64152085]
[-1.52053975 -0.84775656  0.98249614],[0.17938205 0.29990368 0.72760322],[0.08518445 0.27728049 0.73114455]
[ 0.18598884  0.67663475 -0.64372699],[0.54636364 0.6629872  0.34440454],[0.54597833 0.66229117 0.33285249]
[-1.22911134 -0.83972397  0.72821704],[0.226337   0.30159292 0.67441389],[0.17006144 0.27949196 0.67409976]
[ 0.62774118  0.78947324 -1.12034848],[0.65197711 0.68771821 0.24594665],[0.65102441 0.68801929 0.20108517]
[ 3.10974473  1.54926042 -3.20666155],[0.95729292 0.82480689 0.0389158 ],[ 1.1323785   0.85131199 -0.45590556]
[-2.3325034  -1.5142775  -1.04123374],[0.08846658 0.18030573 0.26091201],[-0.16473443  0.08703508  0.22342905]
[-1.23833202 -0.77685173  0.35687292],[0.22472645 0.31499881 0.58828325],[0.167415   0.29673459 0.58730785]
[-1.00805997 -0.58638249  0.31565754],[0.26735969 0.35746531 0.5782656 ],[0.23274223 0.34824671 0.57741979]
[-0.85486483 -0.55602161  0.19584038],[0.29841334 0.36446848 0.54880421],[0.27532188 0.3563572  0.54838479]
[ 0.17243763  0.16094331 -0.57168945],[0.5430029  0.5401492  0.36084708],[0.54266339 0.53984729 0.3521752 ]
[ 3.81847418  1.50076617 -2.84319318],[0.97851065 0.81768872 0.05503424],[ 1.23590737  0.84140706 -0.33205451]
[-0.22618262 -0.48465925 -0.20696156],[0.44369418 0.38115252 0.44844351],[0.44268697 0.37531177 0.44761711]
[-1.23340408 -0.89906925  0.57974087],[0.22558619 0.2892418  0.64100778],[0.1688297  0.2631078  0.63989373]
[ 0.4457553  -0.36934193  0.1413922 ],[0.60962955 0.40870004 0.53528928],[0.60845836 0.40561832 0.53504817]
[ 1.08721107 -0.01299114 -1.62257711],[0.74785618 0.49675226 0.16484976],[0.75407235 0.49674968 0.05486437]
[-0.62182916  0.0122185   0.23155551],[0.34936555 0.50305459 0.5576316 ],[0.33874264 0.50305239 0.55708461]
[-0.14584773  0.04540149 -0.10271149],[0.46360256 0.51134842 0.47434468],[0.46321899 0.51131945 0.47416388]
[-0.02848218 -0.02479184 -0.40092292],[0.49287994 0.49380236 0.40109062],[0.49286729 0.49379282 0.39735818]
[-0.79753907  0.06557382  0.49883594],[0.31055218 0.51638758 0.62218573],[0.2910742  0.51632896 0.62097642]
[-2.00241027 -0.81992296 -0.8984686 ],[0.11895009 0.30578001 0.2893653 ],[-0.06074727  0.28493515  0.26327416]
[-0.8538402  -0.16269293 -0.03528832],[0.29862791 0.45941625 0.49117883],[0.2756043  0.45892973 0.49115924]
[ 0.27090101  0.32204587 -0.59635199],[0.56731409 0.57982277 0.35517874],[0.56662444 0.57895576 0.34557747]
[ 0.77597504  0.96906816 -1.1524489 ],[0.68481199 0.72493372 0.24004207],[0.6849617  0.72818064 0.1919657 ]
[ 1.00469095 -0.0210275  -1.67220527],[0.73197988 0.49474332 0.15813038],[0.73603168 0.49473649 0.04000463]
[-2.17810463 -1.24494623  1.43326927],[0.101734   0.2235762  0.80741019],[-0.11568825  0.16551508  0.8275034 ]
[ 1.30248325  0.32821547 -1.62553019],[0.78625261 0.58132511 0.1644436 ],[0.80017387 0.58043799 0.05398223]
[-1.10182709 -0.44187332  0.34847112],[0.24939771 0.39129468 0.58624678],[0.20633288 0.38660289 0.5852963 ]
[ 3.30619798  0.54159537 -3.54920929],[0.96464083 0.63218346 0.02794404],[ 1.16258532  0.63099896 -0.57625562]
[-1.04914677 -0.56948033  0.36745021],[0.25938898 0.36135674 0.59084272],[0.22120267 0.3527653  0.58983726]
[-1.0713181   0.02368337  0.91478251],[0.2551525  0.50592057 0.71397781],[0.21495464 0.50591243 0.71614322]
